,STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
277,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2023-Q2,,117.463,,p,provisional,,
278,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2023-Q3,,118.249,,p,provisional,,
279,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2023-Q4,,118.905,,p,provisional,,
280,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2024-Q1,,118.963,,p,provisional,,
281,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2024-Q2,,119.85,,p,provisional,,
282,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2024-Q3,,120.307,,p,provisional,,
283,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2024-Q4,,122.1,,p,provisional,,
284,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2025-Q1,,122.237,,p,provisional,,
285,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2025-Q2,,123.785,,p,provisional,,
286,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2025-Q3,,124.083,,p,provisional,,
287,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2025-Q4,,125.847,,p,provisional,,
288,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2023-Q1,,131.492,,,,,
289,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2023-Q2,,133.865,,,,,
290,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2023-Q3,,132.659,,,,,
291,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2023-Q4,,134.651,,,,,
292,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2024-Q1,,135.564,,,,,
293,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2024-Q2,,138.0,,,,,
294,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2024-Q3,,140.106,,,,,
295,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2024-Q4,,141.178,,,,,
296,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2025-Q1,,143.193,,,,,
297,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2025-Q2,,143.225,,,,,
298,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2025-Q3,,144.37,,,,,
299,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2025-Q4,,145.032,,,,,
300,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2023-Q1,,112.474,,p,provisional,,
301,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2023-Q2,,113.918,,p,provisional,,
302,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2023-Q3,,115.078,,p,provisional,,
303,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2023-Q4,,116.016,,p,provisional,,
304,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2024-Q1,,116.943,,p,provisional,,
305,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2024-Q2,,117.673,,p,provisional,,
306,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2024-Q3,,118.519,,p,provisional,,
307,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2024-Q4,,118.917,,p,provisional,,
308,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2025-Q1,,120.218,,p,provisional,,
309,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2025-Q2,,121.31,,p,provisional,,
310,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2025-Q3,,121.944,,p,provisional,,
311,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2025-Q4,,121.623,,p,provisional,,
312,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2023-Q1,,112.997,,p,provisional,,
313,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2023-Q2,,112.434,,p,provisional,,
314,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2023-Q3,,113.197,,p,provisional,,
315,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2023-Q4,,116.066,,p,provisional,,
316,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2024-Q1,,116.065,,p,provisional,,
317,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2024-Q2,,115.584,,p,provisional,,
318,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2024-Q3,,116.249,,p,provisional,,
319,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2024-Q4,,117.205,,p,provisional,,
320,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2025-Q1,,117.558,,p,provisional,,
321,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2025-Q2,,117.754,,p,provisional,,
322,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2025-Q3,,118.358,,p,provisional,,
323,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2025-Q4,,120.869,,p,provisional,,
324,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2023-Q1,,112.06,,,,,
325,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2023-Q2,,112.893,,,,,
326,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2023-Q3,,113.67,,,,,
327,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2023-Q4,,113.174,,,,,
328,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2024-Q1,,113.153,,,,,
329,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2024-Q2,,113.499,,,,,
330,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2024-Q3,,113.907,,,,,
331,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2024-Q4,,114.187,,,,,
332,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q1,,114.488,,,,,
333,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q2,,114.484,,,,,
334,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q3,,115.112,,,,,
335,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q4,,116.138,,,,,
336,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q1,,108.765,,,,,
337,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q2,,110.146,,,,,
338,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q3,,110.607,,,,,
339,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q4,,111.673,,,,,
340,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q1,,111.415,,,,,
341,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q2,,110.966,,,,,
342,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q3,,112.292,,,,,
343,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q4,,112.301,,,,,
344,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q1,,112.519,,,,,
345,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q2,,112.437,,,,,
346,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q3,,112.736,,,,,
347,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q4,,113.302,,,,,
348,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q1,,123.348,,,,,
349,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q2,,124.451,,,,,
350,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q3,,125.91,,,,,
351,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q4,,126.979,,,,,
352,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q1,,130.394,,p,provisional,,
353,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q2,,130.58,,p,provisional,,
354,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q3,,130.05,,p,provisional,,
355,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q4,,130.658,,p,provisional,,
356,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q1,,132.571,,p,provisional,,
357,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q2,,135.405,,p,provisional,,
358,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q3,,137.716,,p,provisional,,
359,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q4,,141.17,,p,provisional,,
360,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2023-Q1,,109.242,,,,,
361,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2023-Q2,,111.207,,,,,
362,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2023-Q3,,115.729,,,,,
363,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2023-Q4,,114.565,,,,,
364,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2024-Q1,,113.576,,,,,
