Quarter,Country,Industry,Value,Variable
2013.25,Italy,Total,102.97,Gross Value Added
2013.5,Italy,Total,103.296,Gross Value Added
2013.75,Italy,Total,103.196,Gross Value Added
2014.0,Italy,Total,103.152,Gross Value Added
2014.25,Italy,Total,103.189,Gross Value Added
2014.5,Italy,Total,103.124,Gross Value Added
2014.75,Italy,Total,103.006,Gross Value Added
2015.0,Italy,Total,103.415,Gross Value Added
2015.25,Italy,Total,103.819,Gross Value Added
2015.5,Italy,Total,103.893,Gross Value Added
2015.75,Italy,Total,104.537,Gross Value Added
2016.0,Italy,Total,104.665,Gross Value Added
2016.25,Italy,Total,105.012,Gross Value Added
2016.5,Italy,Total,105.871,Gross Value Added
2016.75,Italy,Total,106.351,Gross Value Added
2017.0,Italy,Total,106.877,Gross Value Added
2017.25,Italy,Total,107.343,Gross Value Added
2017.5,Italy,Total,107.577,Gross Value Added
2017.75,Italy,Total,108.294,Gross Value Added
2018.0,Italy,Total,108.091,Gross Value Added
2018.25,Italy,Total,108.419,Gross Value Added
2018.5,Italy,Total,108.424,Gross Value Added
2018.75,Italy,Total,108.719,Gross Value Added
2019.0,Italy,Total,109.012,Gross Value Added
2019.25,Italy,Total,109.489,Gross Value Added
2019.5,Italy,Total,109.102,Gross Value Added
2019.75,Italy,Total,109.045,Gross Value Added
2020.0,Italy,Total,103.092,Gross Value Added
2020.25,Italy,Total,90.367,Gross Value Added
2020.5,Italy,Total,103.169,Gross Value Added
2020.75,Italy,Total,103.372,Gross Value Added
2021.0,Italy,Total,105.201,Gross Value Added
2021.25,Italy,Total,107.667,Gross Value Added
2021.5,Italy,Total,110.327,Gross Value Added
2021.75,Italy,Total,112.095,Gross Value Added
2022.0,Italy,Total,112.883,Gross Value Added
2022.25,Italy,Total,114.823,Gross Value Added
2022.5,Italy,Total,115.011,Gross Value Added
2022.75,Italy,Total,114.824,Gross Value Added
2023.0,Italy,Total,115.498,Gross Value Added
2023.25,Italy,Total,115.429,Gross Value Added
2023.5,Italy,Total,115.539,Gross Value Added
2023.75,Italy,Total,115.816,Gross Value Added
2024.0,Italy,Total,115.836,Gross Value Added
2024.25,Italy,Total,115.938,Gross Value Added
2024.5,Italy,Total,115.873,Gross Value Added
2024.75,Italy,Total,116.046,Gross Value Added
2025.0,Italy,Total,116.378,Gross Value Added
2025.25,Italy,Total,116.331,Gross Value Added
2025.5,Italy,Total,116.611,Gross Value Added
2025.75,Italy,Total,116.898,Gross Value Added
2026.0,Italy,Total,117.196,Gross Value Added
1997.0,Netherlands,Total,66.554,Gross Value Added
1997.25,Netherlands,Total,67.464,Gross Value Added
1997.5,Netherlands,Total,68.439,Gross Value Added
1997.75,Netherlands,Total,69.268,Gross Value Added
1998.0,Netherlands,Total,70.223,Gross Value Added
1998.25,Netherlands,Total,70.827,Gross Value Added
1998.5,Netherlands,Total,71.181,Gross Value Added
1998.75,Netherlands,Total,71.762,Gross Value Added
1999.0,Netherlands,Total,73.009,Gross Value Added
1999.25,Netherlands,Total,73.782,Gross Value Added
1999.5,Netherlands,Total,74.638,Gross Value Added
1999.75,Netherlands,Total,75.664,Gross Value Added
2000.0,Netherlands,Total,76.286,Gross Value Added
2000.25,Netherlands,Total,77.117,Gross Value Added
2000.5,Netherlands,Total,78.135,Gross Value Added
2000.75,Netherlands,Total,78.817,Gross Value Added
2001.0,Netherlands,Total,79.308,Gross Value Added
2001.25,Netherlands,Total,79.403,Gross Value Added
2001.5,Netherlands,Total,79.624,Gross Value Added
2001.75,Netherlands,Total,79.646,Gross Value Added
2002.0,Netherlands,Total,79.227,Gross Value Added
2002.25,Netherlands,Total,79.549,Gross Value Added
2002.5,Netherlands,Total,80.149,Gross Value Added
2002.75,Netherlands,Total,79.82,Gross Value Added
2003.0,Netherlands,Total,79.978,Gross Value Added
2003.25,Netherlands,Total,79.646,Gross Value Added
2003.5,Netherlands,Total,79.413,Gross Value Added
2003.75,Netherlands,Total,80.114,Gross Value Added
2004.0,Netherlands,Total,80.852,Gross Value Added
2004.25,Netherlands,Total,81.091,Gross Value Added
2004.5,Netherlands,Total,81.545,Gross Value Added
2004.75,Netherlands,Total,81.605,Gross Value Added
2005.0,Netherlands,Total,82.065,Gross Value Added
2005.25,Netherlands,Total,82.668,Gross Value Added
2005.5,Netherlands,Total,83.235,Gross Value Added
2005.75,Netherlands,Total,83.902,Gross Value Added
2006.0,Netherlands,Total,84.742,Gross Value Added
2006.25,Netherlands,Total,86.032,Gross Value Added
2006.5,Netherlands,Total,86.033,Gross Value Added
2006.75,Netherlands,Total,86.946,Gross Value Added
2007.0,Netherlands,Total,88.042,Gross Value Added
2007.25,Netherlands,Total,88.767,Gross Value Added
2007.5,Netherlands,Total,89.658,Gross Value Added
2007.75,Netherlands,Total,90.898,Gross Value Added
2008.0,Netherlands,Total,91.414,Gross Value Added
2008.25,Netherlands,Total,91.666,Gross Value Added
2008.5,Netherlands,Total,91.891,Gross Value Added
2008.75,Netherlands,Total,91.181,Gross Value Added
2009.0,Netherlands,Total,88.548,Gross Value Added
2009.25,Netherlands,Total,88.102,Gross Value Added
2009.5,Netherlands,Total,88.316,Gross Value Added
2009.75,Netherlands,Total,89.013,Gross Value Added
2010.0,Netherlands,Total,88.628,Gross Value Added
2010.25,Netherlands,Total,89.777,Gross Value Added
2010.5,Netherlands,Total,89.817,Gross Value Added
2010.75,Netherlands,Total,90.728,Gross Value Added
2011.0,Netherlands,Total,91.729,Gross Value Added
2011.25,Netherlands,Total,91.815,Gross Value Added
2011.5,Netherlands,Total,91.9,Gross Value Added
2011.75,Netherlands,Total,91.274,Gross Value Added
2012.0,Netherlands,Total,91.209,Gross Value Added
2012.25,Netherlands,Total,91.284,Gross Value Added
2012.5,Netherlands,Total,90.965,Gross Value Added
2012.75,Netherlands,Total,90.552,Gross Value Added
2013.0,Netherlands,Total,90.858,Gross Value Added
2013.25,Netherlands,Total,91.217,Gross Value Added
2013.5,Netherlands,Total,91.53,Gross Value Added
2013.75,Netherlands,Total,92.053,Gross Value Added
2014.0,Netherlands,Total,92.119,Gross Value Added
2014.25,Netherlands,Total,92.585,Gross Value Added
2014.5,Netherlands,Total,92.654,Gross Value Added
2014.75,Netherlands,Total,94.38,Gross Value Added
2015.0,Netherlands,Total,93.818,Gross Value Added
2015.25,Netherlands,Total,94.344,Gross Value Added
2015.5,Netherlands,Total,95.039,Gross Value Added
2015.75,Netherlands,Total,95.632,Gross Value Added
2016.0,Netherlands,Total,95.769,Gross Value Added
2016.25,Netherlands,Total,96.47,Gross Value Added
2016.5,Netherlands,Total,97.145,Gross Value Added
2016.75,Netherlands,Total,97.95,Gross Value Added
2017.0,Netherlands,Total,98.624,Gross Value Added
2017.25,Netherlands,Total,99.153,Gross Value Added
2017.5,Netherlands,Total,99.897,Gross Value Added
2017.75,Netherlands,Total,100.458,Gross Value Added
2018.0,Netherlands,Total,101.087,Gross Value Added
2018.25,Netherlands,Total,101.68,Gross Value Added
2018.5,Netherlands,Total,101.904,Gross Value Added
2018.75,Netherlands,Total,102.247,Gross Value Added
2019.0,Netherlands,Total,103.586,Gross Value Added
2019.25,Netherlands,Total,103.944,Gross Value Added
2019.5,Netherlands,Total,104.555,Gross Value Added
2019.75,Netherlands,Total,104.574,Gross Value Added
2020.0,Netherlands,Total,103.381,Gross Value Added
2020.25,Netherlands,Total,94.65,Gross Value Added
2020.5,Netherlands,Total,100.631,Gross Value Added
2020.75,Netherlands,Total,101.338,Gross Value Added
2021.0,Netherlands,Total,102.27,Gross Value Added
2021.25,Netherlands,Total,106.591,Gross Value Added
2021.5,Netherlands,Total,108.753,Gross Value Added
2021.75,Netherlands,Total,108.787,Gross Value Added
2022.0,Netherlands,Total,110.49,Gross Value Added
2022.25,Netherlands,Total,113.264,Gross Value Added
2022.5,Netherlands,Total,113.508,Gross Value Added
2022.75,Netherlands,Total,113.34,Gross Value Added
2023.0,Netherlands,Total,112.487,Gross Value Added
2023.25,Netherlands,Total,112.208,Gross Value Added
2023.5,Netherlands,Total,111.696,Gross Value Added
2023.75,Netherlands,Total,111.888,Gross Value Added
2024.0,Netherlands,Total,112.119,Gross Value Added
2024.25,Netherlands,Total,113.135,Gross Value Added
2024.5,Netherlands,Total,113.665,Gross Value Added
2024.75,Netherlands,Total,114.242,Gross Value Added
2025.0,Netherlands,Total,114.568,Gross Value Added
2025.25,Netherlands,Total,115.123,Gross Value Added
2025.5,Netherlands,Total,115.715,Gross Value Added
2025.75,Netherlands,Total,116.134,Gross Value Added
2026.0,Netherlands,Total,116.238,Gross Value Added
1997.0,Norway,Total,67.018,Gross Value Added
1997.25,Norway,Total,68.269,Gross Value Added
1997.5,Norway,Total,68.191,Gross Value Added
1997.75,Norway,Total,68.862,Gross Value Added
1998.0,Norway,Total,69.928,Gross Value Added
1998.25,Norway,Total,70.277,Gross Value Added
1998.5,Norway,Total,69.117,Gross Value Added
1998.75,Norway,Total,69.573,Gross Value Added
1999.0,Norway,Total,70.396,Gross Value Added
1999.25,Norway,Total,70.546,Gross Value Added
1999.5,Norway,Total,71.502,Gross Value Added
1999.75,Norway,Total,72.435,Gross Value Added
2000.0,Norway,Total,74.111,Gross Value Added
2000.25,Norway,Total,73.301,Gross Value Added
2000.5,Norway,Total,73.811,Gross Value Added
2000.75,Norway,Total,73.697,Gross Value Added
2001.0,Norway,Total,74.681,Gross Value Added
2001.25,Norway,Total,74.58,Gross Value Added
2001.5,Norway,Total,75.565,Gross Value Added
2001.75,Norway,Total,75.864,Gross Value Added
2002.0,Norway,Total,75.326,Gross Value Added
2002.25,Norway,Total,76.619,Gross Value Added
2002.5,Norway,Total,75.666,Gross Value Added
2002.75,Norway,Total,76.513,Gross Value Added
2003.0,Norway,Total,76.615,Gross Value Added
2003.25,Norway,Total,76.365,Gross Value Added
2003.5,Norway,Total,77.141,Gross Value Added
2003.75,Norway,Total,77.178,Gross Value Added
2004.0,Norway,Total,80.335,Gross Value Added
2004.25,Norway,Total,80.303,Gross Value Added
2004.5,Norway,Total,79.366,Gross Value Added
2004.75,Norway,Total,80.016,Gross Value Added
2005.0,Norway,Total,81.819,Gross Value Added
2005.25,Norway,Total,82.198,Gross Value Added
2005.5,Norway,Total,82.697,Gross Value Added
2005.75,Norway,Total,82.424,Gross Value Added
2006.0,Norway,Total,83.837,Gross Value Added
2006.25,Norway,Total,83.867,Gross Value Added
2006.5,Norway,Total,84.466,Gross Value Added
2006.75,Norway,Total,84.998,Gross Value Added
2007.0,Norway,Total,86.361,Gross Value Added
2007.25,Norway,Total,86.064,Gross Value Added
2007.5,Norway,Total,87.045,Gross Value Added
2007.75,Norway,Total,87.779,Gross Value Added
2008.0,Norway,Total,87.716,Gross Value Added
2008.25,Norway,Total,87.62,Gross Value Added
2008.5,Norway,Total,87.648,Gross Value Added
2008.75,Norway,Total,88.019,Gross Value Added
2009.0,Norway,Total,86.765,Gross Value Added
2009.25,Norway,Total,85.885,Gross Value Added
2009.5,Norway,Total,86.192,Gross Value Added
2009.75,Norway,Total,86.046,Gross Value Added
2010.0,Norway,Total,87.624,Gross Value Added
2010.25,Norway,Total,87.24,Gross Value Added
2010.5,Norway,Total,85.533,Gross Value Added
2010.75,Norway,Total,87.105,Gross Value Added
2011.0,Norway,Total,87.565,Gross Value Added
2011.25,Norway,Total,87.266,Gross Value Added
2011.5,Norway,Total,88.36,Gross Value Added
2011.75,Norway,Total,88.327,Gross Value Added
2012.0,Norway,Total,90.659,Gross Value Added
2012.25,Norway,Total,90.713,Gross Value Added
2012.5,Norway,Total,89.6,Gross Value Added
2012.75,Norway,Total,90.224,Gross Value Added
2013.0,Norway,Total,90.777,Gross Value Added
2013.25,Norway,Total,91.32,Gross Value Added
2013.5,Norway,Total,91.839,Gross Value Added
2013.75,Norway,Total,91.717,Gross Value Added
2014.0,Norway,Total,92.623,Gross Value Added
2014.25,Norway,Total,93.074,Gross Value Added
2014.5,Norway,Total,93.437,Gross Value Added
2014.75,Norway,Total,94.22,Gross Value Added
2015.0,Norway,Total,94.697,Gross Value Added
2015.25,Norway,Total,95.097,Gross Value Added
2015.5,Norway,Total,95.919,Gross Value Added
2015.75,Norway,Total,95.178,Gross Value Added
2016.0,Norway,Total,95.67,Gross Value Added
2016.25,Norway,Total,95.97,Gross Value Added
2016.5,Norway,Total,95.094,Gross Value Added
2016.75,Norway,Total,97.561,Gross Value Added
2017.0,Norway,Total,97.877,Gross Value Added
2017.25,Norway,Total,99.384,Gross Value Added
2017.5,Norway,Total,100.146,Gross Value Added
2017.75,Norway,Total,98.761,Gross Value Added
2018.0,Norway,Total,99.684,Gross Value Added
2018.25,Norway,Total,99.959,Gross Value Added
2018.5,Norway,Total,101.001,Gross Value Added
2018.75,Norway,Total,100.287,Gross Value Added
2019.0,Norway,Total,100.773,Gross Value Added
2019.25,Norway,Total,100.978,Gross Value Added
2019.5,Norway,Total,101.274,Gross Value Added
2019.75,Norway,Total,104.215,Gross Value Added
2020.0,Norway,Total,101.096,Gross Value Added
2020.25,Norway,Total,97.849,Gross Value Added
2020.5,Norway,Total,100.978,Gross Value Added
2020.75,Norway,Total,100.076,Gross Value Added
2021.0,Norway,Total,101.79,Gross Value Added
2021.25,Norway,Total,102.203,Gross Value Added
2021.5,Norway,Total,106.309,Gross Value Added
2021.75,Norway,Total,106.339,Gross Value Added
2022.0,Norway,Total,106.766,Gross Value Added
2022.25,Norway,Total,108.406,Gross Value Added
2022.5,Norway,Total,110.527,Gross Value Added
2022.75,Norway,Total,109.528,Gross Value Added
2023.0,Norway,Total,109.871,Gross Value Added
2023.25,Norway,Total,109.066,Gross Value Added
2023.5,Norway,Total,107.989,Gross Value Added
2023.75,Norway,Total,110.709,Gross Value Added
2024.0,Norway,Total,110.761,Gross Value Added
2024.25,Norway,Total,112.155,Gross Value Added
2024.5,Norway,Total,111.04,Gross Value Added
2024.75,Norway,Total,110.769,Gross Value Added
2025.0,Norway,Total,111.063,Gross Value Added
2025.25,Norway,Total,112.245,Gross Value Added
2025.5,Norway,Total,113.748,Gross Value Added
2025.75,Norway,Total,112.835,Gross Value Added
2026.0,Norway,Total,113.318,Gross Value Added
1997.0,Poland,Total,43.489,Gross Value Added
1997.25,Poland,Total,44.066,Gross Value Added
1997.5,Poland,Total,44.274,Gross Value Added
1997.75,Poland,Total,44.962,Gross Value Added
1998.0,Poland,Total,45.716,Gross Value Added
1998.25,Poland,Total,45.753,Gross Value Added
1998.5,Poland,Total,46.217,Gross Value Added
1998.75,Poland,Total,46.524,Gross Value Added
1999.0,Poland,Total,46.886,Gross Value Added
1999.25,Poland,Total,47.597,Gross Value Added
1999.5,Poland,Total,48.632,Gross Value Added
1999.75,Poland,Total,49.238,Gross Value Added
2000.0,Poland,Total,49.645,Gross Value Added
2000.25,Poland,Total,50.454,Gross Value Added
2000.5,Poland,Total,50.19,Gross Value Added
2000.75,Poland,Total,51.015,Gross Value Added
2001.0,Poland,Total,50.959,Gross Value Added
2001.25,Poland,Total,50.823,Gross Value Added
2001.5,Poland,Total,51.274,Gross Value Added
2001.75,Poland,Total,51.283,Gross Value Added
2002.0,Poland,Total,51.611,Gross Value Added
2002.25,Poland,Total,51.875,Gross Value Added
2002.5,Poland,Total,52.097,Gross Value Added
2002.75,Poland,Total,52.422,Gross Value Added
2003.0,Poland,Total,52.732,Gross Value Added
2003.25,Poland,Total,53.298,Gross Value Added
2003.5,Poland,Total,54.353,Gross Value Added
2003.75,Poland,Total,54.69,Gross Value Added
2004.0,Poland,Total,55.681,Gross Value Added
2004.25,Poland,Total,56.472,Gross Value Added
2004.5,Poland,Total,56.843,Gross Value Added
2004.75,Poland,Total,57.743,Gross Value Added
2005.0,Poland,Total,56.29,Gross Value Added
2005.25,Poland,Total,58.664,Gross Value Added
2005.5,Poland,Total,58.995,Gross Value Added
2005.75,Poland,Total,59.725,Gross Value Added
2006.0,Poland,Total,60.778,Gross Value Added
2006.25,Poland,Total,61.93,Gross Value Added
2006.5,Poland,Total,63.192,Gross Value Added
2006.75,Poland,Total,62.008,Gross Value Added
2007.0,Poland,Total,65.086,Gross Value Added
2007.25,Poland,Total,65.654,Gross Value Added
2007.5,Poland,Total,66.712,Gross Value Added
2007.75,Poland,Total,67.437,Gross Value Added
2008.0,Poland,Total,68.235,Gross Value Added
2008.25,Poland,Total,68.957,Gross Value Added
2008.5,Poland,Total,68.897,Gross Value Added
2008.75,Poland,Total,69.343,Gross Value Added
2009.0,Poland,Total,69.951,Gross Value Added
2009.25,Poland,Total,70.25,Gross Value Added
2009.5,Poland,Total,71.129,Gross Value Added
2009.75,Poland,Total,71.802,Gross Value Added
2010.0,Poland,Total,72.096,Gross Value Added
2010.25,Poland,Total,72.693,Gross Value Added
2010.5,Poland,Total,73.257,Gross Value Added
2010.75,Poland,Total,74.22,Gross Value Added
2011.0,Poland,Total,75.317,Gross Value Added
2011.25,Poland,Total,76.482,Gross Value Added
2011.5,Poland,Total,77.34,Gross Value Added
2011.75,Poland,Total,77.89,Gross Value Added
2012.0,Poland,Total,78.073,Gross Value Added
2012.25,Poland,Total,77.822,Gross Value Added
2012.5,Poland,Total,77.966,Gross Value Added
2012.75,Poland,Total,78.03,Gross Value Added
2013.0,Poland,Total,77.595,Gross Value Added
2013.25,Poland,Total,78.436,Gross Value Added
2013.5,Poland,Total,78.779,Gross Value Added
2013.75,Poland,Total,79.225,Gross Value Added
2014.0,Poland,Total,80.507,Gross Value Added
2014.25,Poland,Total,80.953,Gross Value Added
2014.5,Poland,Total,81.725,Gross Value Added
2014.75,Poland,Total,82.327,Gross Value Added
2015.0,Poland,Total,83.626,Gross Value Added
2015.25,Poland,Total,84.31,Gross Value Added
2015.5,Poland,Total,85.535,Gross Value Added
2015.75,Poland,Total,86.38,Gross Value Added
2016.0,Poland,Total,86.056,Gross Value Added
2016.25,Poland,Total,87.533,Gross Value Added
2016.5,Poland,Total,87.822,Gross Value Added
2016.75,Poland,Total,89.47,Gross Value Added
2017.0,Poland,Total,90.65,Gross Value Added
2017.25,Poland,Total,91.327,Gross Value Added
2017.5,Poland,Total,92.817,Gross Value Added
2017.75,Poland,Total,93.838,Gross Value Added
2018.0,Poland,Total,95.753,Gross Value Added
2018.25,Poland,Total,97.103,Gross Value Added
2018.5,Poland,Total,98.452,Gross Value Added
2018.75,Poland,Total,99.662,Gross Value Added
2019.0,Poland,Total,100.775,Gross Value Added
2019.25,Poland,Total,101.859,Gross Value Added
2019.5,Poland,Total,102.604,Gross Value Added
2019.75,Poland,Total,103.09,Gross Value Added
2020.0,Poland,Total,103.712,Gross Value Added
2020.25,Poland,Total,94.441,Gross Value Added
2020.5,Poland,Total,100.923,Gross Value Added
2020.75,Poland,Total,100.924,Gross Value Added
2021.0,Poland,Total,103.422,Gross Value Added
2021.25,Poland,Total,105.658,Gross Value Added
2021.5,Poland,Total,107.488,Gross Value Added
2021.75,Poland,Total,109.708,Gross Value Added
2022.0,Poland,Total,112.663,Gross Value Added
2022.25,Poland,Total,112.562,Gross Value Added
2022.5,Poland,Total,113.669,Gross Value Added
2022.75,Poland,Total,111.183,Gross Value Added
2023.0,Poland,Total,112.916,Gross Value Added
2023.25,Poland,Total,112.62,Gross Value Added
2023.5,Poland,Total,114.983,Gross Value Added
2023.75,Poland,Total,114.717,Gross Value Added
2024.0,Poland,Total,115.221,Gross Value Added
2024.25,Poland,Total,116.809,Gross Value Added
2024.5,Poland,Total,115.922,Gross Value Added
2024.75,Poland,Total,117.447,Gross Value Added
2025.0,Poland,Total,118.209,Gross Value Added
2025.25,Poland,Total,119.068,Gross Value Added
2025.5,Poland,Total,120.578,Gross Value Added
2025.75,Poland,Total,121.62,Gross Value Added
2026.0,Poland,Total,122.379,Gross Value Added
1997.0,Romania,Total,52.244,Gross Value Added
1997.25,Romania,Total,49.759,Gross Value Added
1997.5,Romania,Total,50.522,Gross Value Added
1997.75,Romania,Total,50.286,Gross Value Added
1998.0,Romania,Total,46.191,Gross Value Added
1998.25,Romania,Total,47.108,Gross Value Added
1998.5,Romania,Total,49.155,Gross Value Added
1998.75,Romania,Total,49.337,Gross Value Added
1999.0,Romania,Total,49.382,Gross Value Added
1999.25,Romania,Total,48.52,Gross Value Added
1999.5,Romania,Total,48.032,Gross Value Added
1999.75,Romania,Total,46.966,Gross Value Added
2000.0,Romania,Total,48.918,Gross Value Added
2000.25,Romania,Total,49.214,Gross Value Added
2000.5,Romania,Total,48.834,Gross Value Added
2000.75,Romania,Total,51.247,Gross Value Added
2001.0,Romania,Total,51.595,Gross Value Added
2001.25,Romania,Total,51.759,Gross Value Added
2001.5,Romania,Total,52.718,Gross Value Added
2001.75,Romania,Total,53.562,Gross Value Added
2002.0,Romania,Total,54.661,Gross Value Added
2002.25,Romania,Total,55.954,Gross Value Added
2002.5,Romania,Total,54.744,Gross Value Added
2002.75,Romania,Total,54.874,Gross Value Added
2003.0,Romania,Total,55.264,Gross Value Added
2003.25,Romania,Total,57.014,Gross Value Added
2003.5,Romania,Total,56.716,Gross Value Added
2003.75,Romania,Total,56.259,Gross Value Added
2004.0,Romania,Total,59.373,Gross Value Added
2004.25,Romania,Total,60.779,Gross Value Added
2004.5,Romania,Total,63.807,Gross Value Added
2004.75,Romania,Total,65.191,Gross Value Added
2005.0,Romania,Total,63.293,Gross Value Added
2005.25,Romania,Total,64.129,Gross Value Added
2005.5,Romania,Total,65.035,Gross Value Added
2005.75,Romania,Total,66.703,Gross Value Added
2006.0,Romania,Total,68.119,Gross Value Added
2006.25,Romania,Total,69.667,Gross Value Added
2006.5,Romania,Total,71.034,Gross Value Added
2006.75,Romania,Total,72.355,Gross Value Added
2007.0,Romania,Total,73.656,Gross Value Added
2007.25,Romania,Total,74.348,Gross Value Added
2007.5,Romania,Total,74.563,Gross Value Added
2007.75,Romania,Total,78.347,Gross Value Added
2008.0,Romania,Total,78.983,Gross Value Added
2008.25,Romania,Total,81.795,Gross Value Added
2008.5,Romania,Total,83.707,Gross Value Added
2008.75,Romania,Total,84.99,Gross Value Added
2009.0,Romania,Total,75.078,Gross Value Added
2009.25,Romania,Total,77.038,Gross Value Added
2009.5,Romania,Total,80.019,Gross Value Added
2009.75,Romania,Total,82.707,Gross Value Added
2010.0,Romania,Total,75.115,Gross Value Added
2010.25,Romania,Total,76.115,Gross Value Added
2010.5,Romania,Total,72.026,Gross Value Added
2010.75,Romania,Total,75.279,Gross Value Added
2011.0,Romania,Total,77.249,Gross Value Added
2011.25,Romania,Total,78.765,Gross Value Added
2011.5,Romania,Total,78.665,Gross Value Added
2011.75,Romania,Total,76.66,Gross Value Added
2012.0,Romania,Total,80.264,Gross Value Added
2012.25,Romania,Total,80.626,Gross Value Added
2012.5,Romania,Total,78.852,Gross Value Added
2012.75,Romania,Total,77.83,Gross Value Added
2013.0,Romania,Total,78.037,Gross Value Added
2013.25,Romania,Total,79.211,Gross Value Added
2013.5,Romania,Total,80.645,Gross Value Added
2013.75,Romania,Total,80.962,Gross Value Added
2014.0,Romania,Total,81.719,Gross Value Added
2014.25,Romania,Total,81.566,Gross Value Added
2014.5,Romania,Total,84.182,Gross Value Added
2014.75,Romania,Total,84.675,Gross Value Added
2015.0,Romania,Total,84.401,Gross Value Added
2015.25,Romania,Total,85.74,Gross Value Added
2015.5,Romania,Total,85.207,Gross Value Added
2015.75,Romania,Total,85.666,Gross Value Added
2016.0,Romania,Total,87.061,Gross Value Added
2016.25,Romania,Total,87.462,Gross Value Added
2016.5,Romania,Total,88.293,Gross Value Added
2016.75,Romania,Total,87.797,Gross Value Added
2017.0,Romania,Total,92.554,Gross Value Added
2017.25,Romania,Total,94.715,Gross Value Added
2017.5,Romania,Total,96.491,Gross Value Added
2017.75,Romania,Total,96.321,Gross Value Added
2018.0,Romania,Total,97.123,Gross Value Added
2018.25,Romania,Total,99.338,Gross Value Added
2018.5,Romania,Total,101.366,Gross Value Added
2018.75,Romania,Total,101.038,Gross Value Added
2019.0,Romania,Total,101.037,Gross Value Added
2019.25,Romania,Total,103.567,Gross Value Added
2019.5,Romania,Total,103.659,Gross Value Added
2019.75,Romania,Total,105.75,Gross Value Added
2020.0,Romania,Total,103.343,Gross Value Added
2020.25,Romania,Total,94.98,Gross Value Added
2020.5,Romania,Total,98.533,Gross Value Added
2020.75,Romania,Total,103.144,Gross Value Added
2021.0,Romania,Total,105.257,Gross Value Added
2021.25,Romania,Total,104.974,Gross Value Added
2021.5,Romania,Total,105.3,Gross Value Added
2021.75,Romania,Total,105.26,Gross Value Added
2022.0,Romania,Total,107.532,Gross Value Added
2022.25,Romania,Total,108.311,Gross Value Added
2022.5,Romania,Total,108.727,Gross Value Added
2022.75,Romania,Total,110.487,Gross Value Added
2023.0,Romania,Total,108.236,Gross Value Added
2023.25,Romania,Total,110.392,Gross Value Added
2023.5,Romania,Total,112.457,Gross Value Added
2023.75,Romania,Total,112.537,Gross Value Added
2024.0,Romania,Total,111.561,Gross Value Added
2024.25,Romania,Total,111.371,Gross Value Added
2024.5,Romania,Total,110.39,Gross Value Added
2024.75,Romania,Total,110.996,Gross Value Added
2025.0,Romania,Total,111.815,Gross Value Added
2025.25,Romania,Total,112.383,Gross Value Added
2025.5,Romania,Total,112.451,Gross Value Added
2025.75,Romania,Total,110.599,Gross Value Added
2026.0,Romania,Total,110.529,Gross Value Added
1997.0,European Union,Total,72.365,NULC_HW
1997.25,European Union,Total,71.817,NULC_HW
1997.5,European Union,Total,71.61,NULC_HW
1997.75,European Union,Total,71.422,NULC_HW
1998.0,European Union,Total,71.071,NULC_HW
1998.25,European Union,Total,71.733,NULC_HW
1998.5,European Union,Total,72.207,NULC_HW
1998.75,European Union,Total,72.854,NULC_HW
1999.0,European Union,Total,72.734,NULC_HW
1999.25,European Union,Total,73.339,NULC_HW
1999.5,European Union,Total,73.578,NULC_HW
1999.75,European Union,Total,73.834,NULC_HW
2000.0,European Union,Total,74.056,NULC_HW
2000.25,European Union,Total,74.036,NULC_HW
2000.5,European Union,Total,74.559,NULC_HW
2000.75,European Union,Total,74.997,NULC_HW
2001.0,European Union,Total,75.069,NULC_HW
2001.25,European Union,Total,75.694,NULC_HW
2001.5,European Union,Total,75.864,NULC_HW
2001.75,European Union,Total,76.737,NULC_HW
2002.0,European Union,Total,76.552,NULC_HW
2002.25,European Union,Total,77.013,NULC_HW
2002.5,European Union,Total,77.181,NULC_HW
2002.75,European Union,Total,77.414,NULC_HW
2003.0,European Union,Total,77.767,NULC_HW
2003.25,European Union,Total,78.484,NULC_HW
2003.5,European Union,Total,78.855,NULC_HW
2003.75,European Union,Total,78.445,NULC_HW
2004.0,European Union,Total,78.113,NULC_HW
2004.25,European Union,Total,78.555,NULC_HW
2004.5,European Union,Total,78.933,NULC_HW
2004.75,European Union,Total,79.259,NULC_HW
2005.0,European Union,Total,79.704,NULC_HW
2005.25,European Union,Total,79.729,NULC_HW
2005.5,European Union,Total,79.905,NULC_HW
2005.75,European Union,Total,80.386,NULC_HW
2006.0,European Union,Total,80.029,NULC_HW
2006.25,European Union,Total,80.069,NULC_HW
2006.5,European Union,Total,80.473,NULC_HW
2006.75,European Union,Total,80.818,NULC_HW
2007.0,European Union,Total,81.074,NULC_HW
2007.25,European Union,Total,81.424,NULC_HW
2007.5,European Union,Total,81.958,NULC_HW
2007.75,European Union,Total,82.549,NULC_HW
2008.0,European Union,Total,83.562,NULC_HW
2008.25,European Union,Total,84.622,NULC_HW
2008.5,European Union,Total,85.881,NULC_HW
2008.75,European Union,Total,86.848,NULC_HW
2009.0,European Union,Total,87.71,NULC_HW
2009.25,European Union,Total,87.81,NULC_HW
2009.5,European Union,Total,87.981,NULC_HW
2009.75,European Union,Total,87.975,NULC_HW
2010.0,European Union,Total,88.263,NULC_HW
2010.25,European Union,Total,88.115,NULC_HW
2010.5,European Union,Total,88.105,NULC_HW
